34.17	34.245	Yo.
35.12	35.195	There's
35.2	35.235	a
35.28	35.315	guy.
38.79	38.825	Pretty
39.31	39.345	good.
41.46	41.495	Really
41.94	41.975	good.
43.53	43.605	You'll
43.61	43.645	say
44.05	44.085	pretty.
82.22	82.255	All
82.62	82.655	right.
85.49	85.525	Does
85.57	85.605	Anyone
86.05	86.085	have
86.13	86.165	anything
86.49	86.525	they
86.57	86.605	want
86.65	86.685	to
86.97	87.005	discuss
87.49	87.525	this
87.61	87.645	week.
99.86	99.895	If
99.94	100.295	we're
100.3	100.335	looking
100.38	100.415	for
100.82	100.935	topics.
102.53	102.565	That
102.93	102.965	we
103.37	103.405	are.
105.2	105.235	I
105.28	105.675	don't
105.72	105.755	know.
106.91	106.945	If
107.39	107.425	anyone
107.83	107.905	ended
107.95	107.985	up
108.31	108.545	investigating.
109.54	109.575	The
109.62	109.735	memory
110.1	110.255	consumption
110.66	110.695	thing.
113.17	113.205	Because.
115.36	115.395	From
115.44	115.555	yesterday.
116.24	116.275	I
116.32	116.355	think
116.64	116.675	it
116.72	116.755	was
117.16	117.195	like
117.28	117.315	happening
117.72	117.755	before.
118.08	118.115	Because
118.48	118.515	that
118.6	119.075	reminded
119.12	119.155	me.
120.71	120.745	If
121.11	121.145	I
121.23	121.265	finally
121.75	122.185	finished.
124.3	124.335	The
124.42	124.455	new
124.86	124.935	version.
126.17	126.205	Of
126.53	126.565	the
126.97	127.005	tool.
128.6	128.635	I've
128.64	128.675	been
129.12	129.155	kind
129.16	129.195	of
129.28	129.715	responsible
130.04	130.075	for
130.64	130.675	a
130.68	130.715	while
131.08	131.115	now.
132.19	132.225	It
132.23	132.265	has.
136.22	136.255	The
136.7	136.855	Observer.
138.13	138.165	Or
138.49	138.525	like
138.61	139.165	htop,
139.53	139.565	like.
140.76	140.955	Interface
141.56	141.595	for
141.68	142.155	investigating
142.44	142.475	like
142.88	142.915	the
142.92	142.995	memory
143.08	143.475	consumption
143.84	143.875	both
144.28	144.315	like
144.68	144.715	the
145.12	145.275	atom
145.56	145.715	tables
145.72	145.755	and
146.04	146.075	everything
146.12	146.155	else
146.52	146.555	and.
148.75	148.785	Per
149.15	149.185	process
149.71	149.745	stuff.
150.11	150.145	So
150.71	150.745	if
150.79	150.825	we
150.83	150.865	ever
150.99	151.025	end
151.31	151.345	up
151.35	151.385	in
151.79	151.825	a
151.87	151.905	position
152.31	152.345	where
153.03	153.065	it
153.15	153.185	needs
153.59	153.785	investigation.
156.14	156.175	If
156.22	156.255	I
156.3	156.335	bring
156.62	156.655	it
156.66	156.695	to
156.74	156.855	production
157.1	157.135	ready,
157.22	157.255	we
157.54	157.575	could
157.62	157.655	use
157.7	157.735	that
158.34	158.375	just
158.42	158.455	kind
158.5	158.535	of
158.82	158.935	flagging
158.98	159.015	it
159.02	159.055	up.
159.34	159.375	And
159.38	159.415	I
159.42	159.495	don't
159.7	159.735	know
159.78	159.815	how
159.82	159.855	much
160.18	160.215	of
160.3	160.335	a
160.34	160.375	problem
161.02	161.055	the
161.42	161.535	memory
161.9	162.095	consumption
162.1	162.135	thing
162.46	162.495	is
162.54	162.575	for
162.94	162.975	now
163.74	163.775	for
163.82	163.855	us.
167.25	167.285	Yeah.
167.97	168.045	We're
168.09	168.125	really
168.21	168.245	interested
168.29	168.325	in
168.69	168.725	seeing
169.45	169.485	how
169.53	169.565	it
169.97	170.005	looks.
172.0	172.115	Let's
172.12	172.155	just
172.44	172.475	see
172.56	172.595	how
172.64	172.955	we're
172.96	172.995	doing
173.08	173.115	right
173.12	173.155	now
173.56	173.595	anyway.
175.51	175.545	We
175.59	175.625	got
175.67	175.705	three
176.07	176.225	nodes
176.51	176.545	still
176.63	176.665	up,
177.03	177.065	though.
180.18	180.215	I
180.22	180.255	think
180.86	180.975	we're
181.02	181.055	kind
181.1	181.135	of
181.46	181.575	normal
181.9	181.935	for
181.98	182.015	today.
182.58	182.615	We
182.62	182.655	had
182.66	182.695	a
182.74	182.775	bit
182.82	182.855	of
183.26	183.295	a
183.54	183.695	cpu
183.74	184.175	spike
184.22	184.255	as
184.62	184.655	well.
188.81	188.845	Yeah.
189.17	189.205	We
189.21	189.285	didn't
189.29	189.325	get
189.41	189.445	time
189.73	189.765	to
189.85	189.965	dive
190.21	190.245	in
190.29	190.325	to
190.37	190.405	figure
190.69	190.725	out
191.05	191.085	what
191.49	191.525	was
191.93	191.965	actually
192.45	193.005	triggering.
195.48	195.515	Maybe
195.56	195.595	we
195.64	195.675	can
195.92	196.035	spin
196.32	196.355	back
196.44	196.475	down
196.84	196.875	to
196.92	196.955	two
197.0	197.115	nodes.
199.87	199.905	And
200.35	200.385	keep
200.47	200.505	an
200.51	200.585	eye
200.55	200.585	on
200.91	200.945	things
200.99	201.025	for
201.31	201.425	tomorrow.
201.75	201.785	Well,
201.79	201.825	I'll
201.83	201.865	leave
202.15	202.185	it
202.23	202.265	for
202.51	202.545	now
202.67	202.705	because
203.03	203.145	we're
203.79	203.825	a
203.83	203.865	kind
203.87	203.905	of,
